star_id,subtipo_rrlyrae,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,arquetipo_dominante,star_id_base,archivo_origen
OGLEIV_OGLE-BLG-RRLYR-08481,RRc,0.0,0.0,0.0,0.07307614048053189,0.0,0.9269238502597399,6,OGLE-BLG-RRLYR-08481,datos\raw\periodos\OGLEIV\BLG\RRc.dat
OGLEIV_OGLE-BLG-RRLYR-12348,RRab,0.0,0.0,0.999999989986149,0.0,0.0,0.0,3,OGLE-BLG-RRLYR-12348,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-08336,RRe,0.0,0.0,0.0,0.141386535223406,0.0,0.8586134532073955,6,OGLE-LMC-RRLYR-08336,datos\raw\periodos\OGLEIII\LMC\RRe.dat
OGLEIV_OGLE-SMC-RRLYR-5571,RRab,0.061055314368914745,0.49367174066737163,0.44527293519610733,0.0,0.0,0.0,2,OGLE-SMC-RRLYR-5571,datos\raw\periodos\OGLEIV\SMC\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-10711,RRab,0.9999999903888788,0.0,0.0,0.0,0.0,0.0,1,OGLE-BLG-RRLYR-10711,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-01009,RRc,0.0,0.0,0.0,0.013618869154453211,0.289149754501376,0.6972313668439895,6,OGLE-LMC-RRLYR-01009,datos\raw\periodos\OGLEIII\LMC\RRc.dat
OGLEIV_OGLE-BLG-RRLYR-08371,RRab,0.9999999898853005,0.0,0.0,0.0,0.0,0.0,1,OGLE-BLG-RRLYR-08371,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-07234,RRab,0.5698299086195993,0.0,0.4301700811783177,0.0,0.0,0.0,1,OGLE-LMC-RRLYR-07234,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-29073,RRab,0.0,0.0,0.9999999899531438,0.0,0.0,0.0,3,OGLE-BLG-RRLYR-29073,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-07923,RRab,0.0,0.0,0.6755739620726989,0.04863384685055829,0.27579218109039255,0.0,3,OGLE-LMC-RRLYR-07923,datos\raw\periodos\OGLEIII\LMC\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-23440,RRab,0.6639935516623207,0.0,0.33600643841413186,0.0,0.0,0.0,1,OGLE-BLG-RRLYR-23440,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIII_OGLE-BLG-RRLYR-08477,RRab,0.0,0.0,0.0,0.0,0.21579164188088906,0.7842083485627577,6,OGLE-BLG-RRLYR-08477,datos\raw\periodos\OGLEIII\BLG\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-17918,RRab,0.3338112480903273,0.6661887422012149,0.0,0.0,0.0,0.0,2,OGLE-LMC-RRLYR-17918,datos\raw\periodos\OGLEIV\LMC\RRab.dat
